0.00.679.183 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.679.188 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.679.191 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.679.192 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.679.193 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.679.198 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.679.199 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.679.201 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.679.202 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.679.203 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.679.204 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.679.206 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.679.208 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.679.209 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.679.213 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.01.629.248 I 
0.01.629.328 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.01.632.957 I hellaswag_score : loaded 10042 tasks from prompt.
0.01.632.960 I ================================= is_spm = 0
0.01.632.961 I hellaswag_score : selecting 10042 randomized tasks.
0.04.304.506 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
4158	82.37133237%	[81.1833%, 83.4996%]
4159	82.35152681%	[81.1632%, 83.4801%]
4160	82.35576923%	[81.1677%, 83.4841%]
4161	82.36000961%	[81.1722%, 83.4881%]
4162	82.36424796%	[81.1767%, 83.4921%]
4163	82.36848427%	[81.1812%, 83.4961%]
4164	82.37271854%	[81.1856%, 83.5001%]
4165	82.35294118%	[81.1655%, 83.4807%]
4166	82.35717715%	[81.1700%, 83.4847%]
4167	82.36141109%	[81.1745%, 83.4887%]
4168	82.36564299%	[81.1790%, 83.4927%]
4169	82.34588630%	[81.1589%, 83.4733%]
4170	82.32613909%	[81.1388%, 83.4540%]
4171	82.33037641%	[81.1433%, 83.4580%]
4172	82.33461170%	[81.1478%, 83.4620%]
4173	82.33884496%	[81.1522%, 83.4660%]
4174	82.34307619%	[81.1567%, 83.4699%]
4175	82.34730539%	[81.1612%, 83.4739%]
4176	82.35153257%	[81.1657%, 83.4779%]
4177	82.35575772%	[81.1702%, 83.4819%]
4178	82.35998085%	[81.1746%, 83.4859%]
4179	82.34027279%	[81.1546%, 83.4666%]
4180	82.34449761%	[81.1591%, 83.4705%]
4181	82.34872040%	[81.1635%, 83.4745%]
4182	82.35294118%	[81.1680%, 83.4785%]
4183	82.33325365%	[81.1480%, 83.4592%]
4184	82.31357553%	[81.1280%, 83.4399%]
4185	82.31780167%	[81.1324%, 83.4439%]
4186	82.32202580%	[81.1369%, 83.4479%]
4187	82.32624791%	[81.1414%, 83.4519%]
4188	82.33046800%	[81.1458%, 83.4558%]
4189	82.33468608%	[81.1503%, 83.4598%]
4190	82.33890215%	[81.1548%, 83.4638%]
4191	82.31925555%	[81.1348%, 83.4445%]
4192	82.32347328%	[81.1393%, 83.4485%]
4193	82.32768901%	[81.1437%, 83.4525%]
4194	82.33190272%	[81.1482%, 83.4565%]
4195	82.33611442%	[81.1526%, 83.4604%]
4196	82.34032412%	[81.1571%, 83.4644%]
4197	82.34453181%	[81.1616%, 83.4684%]
4198	82.34873749%	[81.1660%, 83.4723%]
4199	82.35294118%	[81.1705%, 83.4763%]
4200	82.35714286%	[81.1749%, 83.4802%]
4201	82.33753868%	[81.1550%, 83.4610%]
4202	82.34174203%	[81.1594%, 83.4650%]
4203	82.34594337%	[81.1639%, 83.4689%]
4204	82.35014272%	[81.1683%, 83.4729%]
4205	82.35434007%	[81.1728%, 83.4769%]
4206	82.35853543%	[81.1772%, 83.4808%]
4207	82.33895888%	[81.1573%, 83.4616%]
4208	82.34315589%	[81.1617%, 83.4656%]
4209	82.34735091%	[81.1662%, 83.4695%]
4210	82.35154394%	[81.1706%, 83.4735%]
4211	82.33198765%	[81.1507%, 83.4543%]
4212	82.33618234%	[81.1552%, 83.4583%]
4213	82.34037503%	[81.1596%, 83.4622%]
4214	82.34456573%	[81.1640%, 83.4662%]
4215	82.34875445%	[81.1685%, 83.4701%]
4216	82.35294118%	[81.1729%, 83.4741%]
4217	82.35712592%	[81.1773%, 83.4780%]
4218	82.33760076%	[81.1575%, 83.4589%]
4219	82.34178715%	[81.1619%, 83.4628%]
4220	82.34597156%	[81.1663%, 83.4668%]
4221	82.35015399%	[81.1708%, 83.4707%]
4222	82.35433444%	[81.1752%, 83.4747%]
4223	82.33483306%	[81.1554%, 83.4555%]
4224	82.33901515%	[81.1598%, 83.4595%]
4225	82.34319527%	[81.1642%, 83.4634%]
4226	82.34737340%	[81.1686%, 83.4674%]
4227	82.35154956%	[81.1731%, 83.4713%]
4228	82.35572375%	[81.1775%, 83.4752%]
4229	82.35989596%	[81.1819%, 83.4792%]
4230	82.36406619%	[81.1863%, 83.4831%]
4231	82.36823446%	[81.1907%, 83.4870%]
4232	82.37240076%	[81.1951%, 83.4910%]
4233	82.37656508%	[81.1995%, 83.4949%]
4234	82.38072744%	[81.2039%, 83.4988%]
4235	82.38488784%	[81.2084%, 83.5027%]
4236	82.38904627%	[81.2128%, 83.5066%]
4237	82.39320274%	[81.2172%, 83.5106%]
4238	82.39735724%	[81.2216%, 83.5145%]
4239	82.40150979%	[81.2260%, 83.5184%]
4240	82.40566038%	[81.2304%, 83.5223%]
4241	82.40980901%	[81.2347%, 83.5262%]
4242	82.41395568%	[81.2391%, 83.5301%]
4243	82.41810040%	[81.2435%, 83.5340%]
4244	82.42224317%	[81.2479%, 83.5379%]
4245	82.42638398%	[81.2523%, 83.5418%]
4246	82.43052285%	[81.2567%, 83.5457%]
4247	82.43465976%	[81.2611%, 83.5496%]
4248	82.43879473%	[81.2654%, 83.5535%]
4249	82.44292775%	[81.2698%, 83.5574%]
4250	82.42352941%	[81.2501%, 83.5384%]
4251	82.42766408%	[81.2545%, 83.5423%]
4252	82.43179680%	[81.2588%, 83.5462%]
4253	82.43592758%	[81.2632%, 83.5501%]
4254	82.41654913%	[81.2435%, 83.5311%]
4255	82.42068155%	[81.2479%, 83.5350%]
4256	82.42481203%	[81.2522%, 83.5389%]
4257	82.42894057%	[81.2566%, 83.5428%]
4258	82.43306717%	[81.2610%, 83.5467%]
4259	82.43719183%	[81.2653%, 83.5506%]
4260	82.44131455%	[81.2697%, 83.5545%]
4261	82.44543534%	[81.2741%, 83.5583%]
4262	82.44955420%	[81.2784%, 83.5622%]
4263	82.45367112%	[81.2828%, 83.5661%]
4264	82.43433396%	[81.2631%, 83.5472%]
4265	82.43845252%	[81.2675%, 83.5510%]
4266	82.44256915%	[81.2718%, 83.5549%]
4267	82.42324818%	[81.2522%, 83.5360%]
4268	82.42736645%	[81.2565%, 83.5399%]
4269	82.43148278%	[81.2609%, 83.5437%]
4270	82.43559719%	[81.2653%, 83.5476%]
4271	82.43970967%	[81.2696%, 83.5515%]
4272	82.44382022%	[81.2740%, 83.5554%]
4273	82.42452609%	[81.2543%, 83.5365%]
4274	82.42863828%	[81.2587%, 83.5403%]
4275	82.43274854%	[81.2630%, 83.5442%]
4276	82.43685688%	[81.2674%, 83.5481%]
4277	82.41758242%	[81.2478%, 83.5292%]
4278	82.42169238%	[81.2521%, 83.5331%]
4279	82.42580042%	[81.2565%, 83.5369%]
4280	82.42990654%	[81.2608%, 83.5408%]
4281	82.41065172%	[81.2412%, 83.5219%]
4282	82.41475946%	[81.2456%, 83.5258%]
4283	82.41886528%	[81.2499%, 83.5297%]
4284	82.39962652%	[81.2304%, 83.5108%]
4285	82.40373396%	[81.2347%, 83.5147%]
4286	82.40783948%	[81.2391%, 83.5186%]
4287	82.41194308%	[81.2434%, 83.5224%]
4288	82.41604478%	[81.2477%, 83.5263%]
4289	82.42014456%	[81.2521%, 83.5302%]
4290	82.42424242%	[81.2564%, 83.5340%]
4291	82.42833838%	[81.2608%, 83.5379%]
4292	82.43243243%	[81.2651%, 83.5418%]
4293	82.43652457%	[81.2694%, 83.5456%]
4294	82.44061481%	[81.2738%, 83.5495%]
4295	82.44470314%	[81.2781%, 83.5533%]
4296	82.44878957%	[81.2824%, 83.5572%]
4297	82.45287410%	[81.2867%, 83.5610%]
4298	82.45695672%	[81.2911%, 83.5649%]
4299	82.43777623%	[81.2715%, 83.5461%]
4300	82.41860465%	[81.2520%, 83.5273%]
4301	82.42269240%	[81.2564%, 83.5312%]
4302	82.40353324%	[81.2369%, 83.5124%]
4303	82.38438299%	[81.2174%, 83.4936%]
4304	82.38847584%	[81.2217%, 83.4975%]
4305	82.39256678%	[81.2261%, 83.5013%]
4306	82.39665583%	[81.2304%, 83.5052%]
4307	82.40074298%	[81.2347%, 83.5090%]
4308	82.38161560%	[81.2153%, 83.4903%]
4309	82.38570434%	[81.2196%, 83.4941%]
4310	82.38979118%	[81.2239%, 83.4980%]
4311	82.39387613%	[81.2282%, 83.5018%]
4312	82.39795918%	[81.2326%, 83.5057%]
4313	82.37885463%	[81.2131%, 83.4870%]
4314	82.38293927%	[81.2174%, 83.4908%]
4315	82.38702202%	[81.2218%, 83.4947%]
4316	82.39110287%	[81.2261%, 83.4985%]
4317	82.39518184%	[81.2304%, 83.5024%]
4318	82.39925892%	[81.2347%, 83.5062%]
4319	82.40333411%	[81.2390%, 83.5100%]
4320	82.40740741%	[81.2433%, 83.5139%]
4321	82.41147882%	[81.2476%, 83.5177%]
4322	82.41554836%	[81.2520%, 83.5216%]
4323	82.39648392%	[81.2326%, 83.5029%]
4324	82.40055504%	[81.2369%, 83.5067%]
4325	82.40462428%	[81.2412%, 83.5106%]
4326	82.40869163%	[81.2455%, 83.5144%]
4327	82.38964641%	[81.2261%, 83.4957%]
4328	82.39371534%	[81.2304%, 83.4996%]
4329	82.39778240%	[81.2347%, 83.5034%]
4330	82.40184758%	[81.2390%, 83.5072%]
4331	82.40591088%	[81.2433%, 83.5111%]
4332	82.40997230%	[81.2476%, 83.5149%]
4333	82.41403185%	[81.2519%, 83.5187%]
4334	82.41808952%	[81.2562%, 83.5226%]
4335	82.42214533%	[81.2605%, 83.5264%]
4336	82.42619926%	[81.2648%, 83.5302%]
4337	82.40719391%	[81.2455%, 83.5116%]
4338	82.41124942%	[81.2498%, 83.5154%]
4339	82.39225628%	[81.2304%, 83.4968%]
4340	82.39631336%	[81.2347%, 83.5006%]
4341	82.40036858%	[81.2390%, 83.5044%]
4342	82.40442193%	[81.2433%, 83.5082%]
4343	82.40847341%	[81.2476%, 83.5121%]
4344	82.41252302%	[81.2519%, 83.5159%]
4345	82.39355581%	[81.2326%, 83.4973%]
4346	82.39760699%	[81.2369%, 83.5011%]
4347	82.37865194%	[81.2176%, 83.4825%]
4348	82.38270469%	[81.2219%, 83.4864%]
4349	82.36376178%	[81.2026%, 83.4678%]
4350	82.34482759%	[81.1834%, 83.4492%]
4351	82.34888531%	[81.1877%, 83.4530%]
4352	82.35294118%	[81.1919%, 83.4569%]
4353	82.35699518%	[81.1962%, 83.4607%]
4354	82.36104731%	[81.2005%, 83.4645%]
4355	82.36509759%	[81.2048%, 83.4683%]
4356	82.36914601%	[81.2091%, 83.4722%]
4357	82.37319256%	[81.2134%, 83.4760%]
4358	82.37723726%	[81.2176%, 83.4798%]
4359	82.38128011%	[81.2219%, 83.4836%]
4360	82.38532110%	[81.2262%, 83.4874%]
4361	82.38936024%	[81.2305%, 83.4912%]
4362	82.37047226%	[81.2113%, 83.4727%]
4363	82.37451295%	[81.2155%, 83.4765%]
4364	82.37855179%	[81.2198%, 83.4803%]
4365	82.35967927%	[81.2006%, 83.4618%]
4366	82.36371965%	[81.2049%, 83.4656%]
4367	82.36775819%	[81.2092%, 83.4695%]
4368	82.37179487%	[81.2134%, 83.4733%]
4369	82.37582971%	[81.2177%, 83.4771%]
4370	82.35697941%	[81.1985%, 83.4586%]
4371	82.33813773%	[81.1794%, 83.4401%]
4372	82.31930467%	[81.1602%, 83.4217%]
4373	82.30048022%	[81.1411%, 83.4032%]
4374	82.30452675%	[81.1453%, 83.4070%]
4375	82.30857143%	[81.1496%, 83.4108%]
4376	82.31261426%	[81.1539%, 83.4146%]
4377	82.31665524%	[81.1582%, 83.4185%]
4378	82.32069438%	[81.1625%, 83.4223%]
4379	82.30189541%	[81.1433%, 83.4038%]
4380	82.30593607%	[81.1476%, 83.4076%]
4381	82.30997489%	[81.1519%, 83.4115%]
4382	82.31401187%	[81.1561%, 83.4153%]
4383	82.31804700%	[81.1604%, 83.4191%]
4384	82.32208029%	[81.1647%, 83.4229%]
4385	82.32611174%	[81.1689%, 83.4267%]
4386	82.33014136%	[81.1732%, 83.4305%]
4387	82.33416914%	[81.1775%, 83.4343%]
4388	82.33819508%	[81.1817%, 83.4381%]
4389	82.31943495%	[81.1626%, 83.4197%]
4390	82.32346241%	[81.1669%, 83.4235%]
4391	82.30471419%	[81.1478%, 83.4051%]
4392	82.28597450%	[81.1288%, 83.3867%]
4393	82.29000683%	[81.1330%, 83.3905%]
4394	82.29403732%	[81.1373%, 83.3943%]
4395	82.29806598%	[81.1416%, 83.3981%]
4396	82.30209281%	[81.1458%, 83.4019%]
4397	82.30611781%	[81.1501%, 83.4057%]
4398	82.31014097%	[81.1543%, 83.4095%]
4399	82.31416231%	[81.1586%, 83.4133%]
4400	82.31818182%	[81.1628%, 83.4171%]
4401	82.32219950%	[81.1671%, 83.4209%]
4402	82.32621536%	[81.1713%, 83.4247%]
4403	82.33022939%	[81.1756%, 83.4285%]
4404	82.33424160%	[81.1798%, 83.4323%]
4405	82.33825199%	[81.1841%, 83.4361%]
4406	82.34226055%	[81.1883%, 83.4399%]
4407	82.34626730%	[81.1925%, 83.4436%]
4408	82.35027223%	[81.1968%, 83.4474%]
4409	82.35427535%	[81.2010%, 83.4512%]
4410	82.33560091%	[81.1820%, 83.4329%]
4411	82.33960553%	[81.1863%, 83.4367%]
4412	82.34360834%	[81.1905%, 83.4404%]
4413	82.34760934%	[81.1947%, 83.4442%]
4414	82.32895333%	[81.1758%, 83.4259%]
4415	82.33295583%	[81.1800%, 83.4297%]
4416	82.33695652%	[81.1842%, 83.4335%]
4417	82.34095540%	[81.1884%, 83.4373%]
4418	82.34495247%	[81.1927%, 83.4410%]
4419	82.34894773%	[81.1969%, 83.4448%]
4420	82.35294118%	[81.2011%, 83.4486%]
4421	82.35693282%	[81.2053%, 83.4523%]
4422	82.33830846%	[81.1864%, 83.4341%]
4423	82.34230161%	[81.1906%, 83.4378%]
4424	82.34629295%	[81.1948%, 83.4416%]
4425	82.32768362%	[81.1759%, 83.4234%]
4426	82.30908269%	[81.1570%, 83.4051%]
4427	82.31307883%	[81.1612%, 83.4089%]
4428	82.31707317%	[81.1655%, 83.4127%]
4429	82.32106570%	[81.1697%, 83.4164%]
4430	82.32505643%	[81.1739%, 83.4202%]
4431	82.32904536%	[81.1781%, 83.4240%]
4432	82.33303249%	[81.1823%, 83.4277%]
4433	82.31445973%	[81.1634%, 83.4095%]
4434	82.31844835%	[81.1677%, 83.4133%]
4435	82.32243517%	[81.1719%, 83.4170%]
4436	82.30387737%	[81.1530%, 83.3988%]
4437	82.28532792%	[81.1341%, 83.3807%]
4438	82.28931951%	[81.1384%, 83.3844%]
4439	82.29330930%	[81.1426%, 83.3882%]
4440	82.29729730%	[81.1468%, 83.3920%]
4441	82.30128349%	[81.1510%, 83.3957%]
4442	82.30526790%	[81.1552%, 83.3995%]
4443	82.30925051%	[81.1594%, 83.4032%]
4444	82.31323132%	[81.1636%, 83.4070%]
4445	82.31721035%	[81.1679%, 83.4108%]
4446	82.32118758%	[81.1721%, 83.4145%]
4447	82.32516303%	[81.1763%, 83.4183%]
4448	82.32913669%	[81.1805%, 83.4220%]
4449	82.33310856%	[81.1847%, 83.4258%]
4450	82.33707865%	[81.1889%, 83.4295%]
4451	82.34104696%	[81.1931%, 83.4333%]
4452	82.34501348%	[81.1973%, 83.4370%]
4453	82.34897822%	[81.2014%, 83.4407%]
4454	82.35294118%	[81.2056%, 83.4445%]
4455	82.35690236%	[81.2098%, 83.4482%]
4456	82.36086176%	[81.2140%, 83.4520%]
4457	82.36481939%	[81.2182%, 83.4557%]
4458	82.36877524%	[81.2224%, 83.4594%]
4459	82.35030276%	[81.2036%, 83.4413%]
4460	82.35426009%	[81.2078%, 83.4451%]
4461	82.35821565%	[81.2120%, 83.4488%]
4462	82.36216943%	[81.2161%, 83.4525%]
4463	82.36612144%	[81.2203%, 83.4563%]
4464	82.37007168%	[81.2245%, 83.4600%]
4465	82.37402016%	[81.2287%, 83.4637%]
4466	82.37796686%	[81.2328%, 83.4674%]
4467	82.38191180%	[81.2370%, 83.4712%]
4468	82.38585497%	[81.2412%, 83.4749%]
4469	82.38979638%	[81.2453%, 83.4786%]
4470	82.39373602%	[81.2495%, 83.4823%]
4471	82.39767390%	[81.2537%, 83.4860%]
4472	82.37924866%	[81.2349%, 83.4680%]
4473	82.38318802%	[81.2391%, 83.4717%]
4474	82.38712561%	[81.2433%, 83.4754%]
4475	82.39106145%	[81.2474%, 83.4791%]
4476	82.37265416%	[81.2287%, 83.4611%]
4477	82.37659147%	[81.2329%, 83.4648%]
4478	82.38052702%	[81.2370%, 83.4685%]
4479	82.38446082%	[81.2412%, 83.4722%]
4480	82.38839286%	[81.2453%, 83.4759%]
4481	82.39232314%	[81.2495%, 83.4797%]
4482	82.39625167%	[81.2537%, 83.4834%]
4483	82.40017845%	[81.2578%, 83.4871%]
4484	82.40410348%	[81.2620%, 83.4908%]
4485	82.40802676%	[81.2661%, 83.4945%]
4486	82.38965671%	[81.2474%, 83.4765%]
4487	82.39358146%	[81.2516%, 83.4802%]
4488	82.39750446%	[81.2557%, 83.4839%]
4489	82.40142571%	[81.2599%, 83.4876%]
4490	82.40534521%	[81.2640%, 83.4913%]
4491	82.40926297%	[81.2682%, 83.4950%]
4492	82.41317898%	[81.2723%, 83.4987%]
4493	82.41709326%	[81.2764%, 83.5024%]
4494	82.42100579%	[81.2806%, 83.5061%]
4495	82.42491657%	[81.2847%, 83.5098%]
4496	82.42882562%	[81.2888%, 83.5134%]
4497	82.43273293%	[81.2930%, 83.5171%]
4498	82.43663851%	[81.2971%, 83.5208%]
4499	82.44054234%	[81.3012%, 83.5245%]
4500	82.44444444%	[81.3053%, 83.5282%]
4501	82.44834481%	[81.3095%, 83.5319%]
4502	82.45224345%	[81.3136%, 83.5356%]
4503	82.45614035%	[81.3177%, 83.5392%]
4504	82.46003552%	[81.3218%, 83.5429%]
4505	82.46392897%	[81.3259%, 83.5466%]
4506	82.44562805%	[81.3073%, 83.5286%]
4507	82.44952296%	[81.3115%, 83.5323%]
4508	82.43123336%	[81.2929%, 83.5144%]
4509	82.43512974%	[81.2970%, 83.5181%]
4510	82.41685144%	[81.2784%, 83.5001%]
4511	82.42074928%	[81.2825%, 83.5038%]
4512	82.42464539%	[81.2866%, 83.5075%]
4513	82.42853977%	[81.2907%, 83.5112%]
4514	82.43243243%	[81.2949%, 83.5149%]
4515	82.41417497%	[81.2763%, 83.4969%]
4516	82.41806909%	[81.2804%, 83.5006%]
4517	82.42196148%	[81.2845%, 83.5043%]
4518	82.42585215%	[81.2886%, 83.5080%]
4519	82.42974109%	[81.2927%, 83.5116%]
4520	82.43362832%	[81.2969%, 83.5153%]
4521	82.43751382%	[81.3010%, 83.5190%]
4522	82.44139761%	[81.3051%, 83.5227%]
4523	82.44527968%	[81.3092%, 83.5263%]
4524	82.44916004%	[81.3133%, 83.5300%]
4525	82.45303867%	[81.3174%, 83.5336%]
4526	82.45691560%	[81.3215%, 83.5373%]
4527	82.43870113%	[81.3030%, 83.5194%]
4528	82.44257951%	[81.3071%, 83.5231%]
4529	82.44645617%	[81.3111%, 83.5268%]
4530	82.45033113%	[81.3152%, 83.5304%]
4531	82.45420437%	[81.3193%, 83.5341%]
4532	82.45807590%	[81.3234%, 83.5377%]
4533	82.43988529%	[81.3049%, 83.5199%]
4534	82.42170269%	[81.2864%, 83.5021%]
4535	82.42557883%	[81.2905%, 83.5057%]
4536	82.42945326%	[81.2946%, 83.5094%]
4537	82.43332599%	[81.2987%, 83.5130%]
4538	82.41516086%	[81.2803%, 83.4952%]
4539	82.41903503%	[81.2844%, 83.4989%]
4540	82.42290749%	[81.2884%, 83.5025%]
4541	82.42677824%	[81.2925%, 83.5062%]
4542	82.43064729%	[81.2966%, 83.5099%]
4543	82.43451464%	[81.3007%, 83.5135%]
4544	82.43838028%	[81.3048%, 83.5172%]
4545	82.44224422%	[81.3089%, 83.5208%]
4546	82.44610647%	[81.3130%, 83.5245%]
4547	82.42797449%	[81.2945%, 83.5067%]
4548	82.43183817%	[81.2986%, 83.5103%]
4549	82.43570015%	[81.3027%, 83.5140%]
4550	82.43956044%	[81.3068%, 83.5176%]
4551	82.42144584%	[81.2884%, 83.4998%]
4552	82.40333919%	[81.2699%, 83.4821%]
4553	82.40720404%	[81.2740%, 83.4857%]
4554	82.41106719%	[81.2781%, 83.4894%]
4555	82.41492865%	[81.2822%, 83.4930%]
4556	82.39683933%	[81.2638%, 83.4753%]
4557	82.40070222%	[81.2679%, 83.4789%]
4558	82.40456341%	[81.2720%, 83.4826%]
4559	82.40842290%	[81.2760%, 83.4862%]
4560	82.39035088%	[81.2577%, 83.4685%]
4561	82.39421180%	[81.2617%, 83.4722%]
4562	82.39807102%	[81.2658%, 83.4758%]
4563	82.40192856%	[81.2699%, 83.4794%]
4564	82.38387379%	[81.2515%, 83.4617%]
4565	82.38773275%	[81.2556%, 83.4654%]
4566	82.39159001%	[81.2597%, 83.4690%]
4567	82.39544559%	[81.2638%, 83.4727%]
4568	82.37740806%	[81.2454%, 83.4550%]
4569	82.38126505%	[81.2495%, 83.4586%]
4570	82.36323851%	[81.2312%, 83.4409%]
4571	82.36709692%	[81.2353%, 83.4446%]
4572	82.34908136%	[81.2169%, 83.4269%]
4573	82.35294118%	[81.2210%, 83.4306%]
4574	82.35679930%	[81.2251%, 83.4342%]
4575	82.36065574%	[81.2292%, 83.4378%]
4576	82.36451049%	[81.2332%, 83.4415%]
4577	82.34651518%	[81.2149%, 83.4238%]
4578	82.35037134%	[81.2190%, 83.4275%]
4579	82.35422581%	[81.2231%, 83.4311%]
4580	82.35807860%	[81.2272%, 83.4348%]
4581	82.36192971%	[81.2312%, 83.4384%]
4582	82.36577914%	[81.2353%, 83.4420%]
4583	82.36962688%	[81.2394%, 83.4457%]
4584	82.37347295%	[81.2434%, 83.4493%]
4585	82.37731734%	[81.2475%, 83.4529%]
4586	82.35935456%	[81.2292%, 83.4353%]
4587	82.36320035%	[81.2333%, 83.4390%]
4588	82.36704446%	[81.2373%, 83.4426%]
4589	82.37088690%	[81.2414%, 83.4462%]
4590	82.37472767%	[81.2455%, 83.4498%]
4591	82.37856676%	[81.2495%, 83.4535%]
4592	82.38240418%	[81.2536%, 83.4571%]
4593	82.38623993%	[81.2576%, 83.4607%]
4594	82.39007401%	[81.2617%, 83.4643%]
4595	82.39390642%	[81.2657%, 83.4680%]
4596	82.39773716%	[81.2698%, 83.4716%]
4597	82.40156624%	[81.2738%, 83.4752%]
4598	82.40539365%	[81.2779%, 83.4788%]
4599	82.40921940%	[81.2819%, 83.4824%]
4600	82.41304348%	[81.2859%, 83.4860%]
4601	82.41686590%	[81.2900%, 83.4897%]
4602	82.42068666%	[81.2940%, 83.4933%]
4603	82.42450576%	[81.2981%, 83.4969%]
4604	82.42832320%	[81.3021%, 83.5005%]
4605	82.43213898%	[81.3061%, 83.5041%]
4606	82.43595310%	[81.3102%, 83.5077%]
4607	82.43976557%	[81.3142%, 83.5113%]
4608	82.44357639%	[81.3182%, 83.5149%]
4609	82.44738555%	[81.3222%, 83.5185%]
4610	82.45119306%	[81.3263%, 83.5221%]
4611	82.45499892%	[81.3303%, 83.5257%]
4612	82.45880312%	[81.3343%, 83.5293%]
4613	82.46260568%	[81.3383%, 83.5329%]
4614	82.46640659%	[81.3423%, 83.5365%]
4615	82.47020585%	[81.3463%, 83.5401%]
4616	82.47400347%	[81.3504%, 83.5436%]
4617	82.47779944%	[81.3544%, 83.5472%]
4618	82.45993937%	[81.3362%, 83.5297%]
4619	82.46373674%	[81.3402%, 83.5333%]
4620	82.46753247%	[81.3442%, 83.5369%]
4621	82.47132655%	[81.3482%, 83.5405%]
4622	82.47511900%	[81.3522%, 83.5441%]
4623	82.47890980%	[81.3562%, 83.5476%]
4624	82.48269896%	[81.3603%, 83.5512%]
4625	82.48648649%	[81.3643%, 83.5548%]
4626	82.49027237%	[81.3683%, 83.5584%]
4627	82.49405662%	[81.3723%, 83.5619%]
4628	82.49783924%	[81.3763%, 83.5655%]
4629	82.50162022%	[81.3802%, 83.5691%]
4630	82.48380130%	[81.3621%, 83.5516%]
4631	82.48758368%	[81.3661%, 83.5552%]
4632	82.49136442%	[81.3701%, 83.5588%]
4633	82.49514354%	[81.3741%, 83.5623%]
4634	82.49892102%	[81.3781%, 83.5659%]
4635	82.50269687%	[81.3821%, 83.5695%]
4636	82.50647110%	[81.3861%, 83.5730%]
4637	82.51024369%	[81.3901%, 83.5766%]
4638	82.51401466%	[81.3940%, 83.5802%]
4639	82.51778401%	[81.3980%, 83.5837%]
4640	82.52155172%	[81.4020%, 83.5873%]
4641	82.52531782%	[81.4060%, 83.5908%]
4642	82.52908229%	[81.4100%, 83.5944%]
4643	82.53284514%	[81.4139%, 83.5980%]
4644	82.53660637%	[81.4179%, 83.6015%]
4645	82.54036598%	[81.4219%, 83.6051%]
4646	82.52260009%	[81.4038%, 83.5876%]
4647	82.52636109%	[81.4078%, 83.5912%]
4648	82.53012048%	[81.4118%, 83.5947%]
4649	82.53387825%	[81.4157%, 83.5983%]
4650	82.53763441%	[81.4197%, 83.6018%]
4651	82.51988820%	[81.4017%, 83.5844%]
4652	82.52364574%	[81.4056%, 83.5880%]
4653	82.50591017%	[81.3876%, 83.5706%]
4654	82.50966910%	[81.3916%, 83.5741%]
4655	82.51342642%	[81.3955%, 83.5777%]
4656	82.51718213%	[81.3995%, 83.5812%]
4657	82.52093623%	[81.4035%, 83.5848%]
4658	82.52468871%	[81.4074%, 83.5883%]
4659	82.52843958%	[81.4114%, 83.5919%]
4660	82.53218884%	[81.4154%, 83.5954%]
4661	82.53593649%	[81.4193%, 83.5990%]
4662	82.53968254%	[81.4233%, 83.6025%]
4663	82.54342698%	[81.4272%, 83.6060%]
4664	82.54716981%	[81.4312%, 83.6096%]
4665	82.55091104%	[81.4351%, 83.6131%]
4666	82.55465066%	[81.4391%, 83.6166%]
4667	82.53696165%	[81.4211%, 83.5993%]
4668	82.54070266%	[81.4251%, 83.6028%]
4669	82.54444206%	[81.4290%, 83.6064%]
4670	82.54817987%	[81.4330%, 83.6099%]
4671	82.55191608%	[81.4369%, 83.6134%]
