0.00.679.183 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.679.188 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.679.191 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.679.192 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.679.193 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.679.198 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.679.199 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.679.201 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.679.202 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.679.203 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.679.204 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.679.206 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.679.208 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.679.209 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.679.213 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.01.629.248 I 
0.01.629.328 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.01.632.957 I hellaswag_score : loaded 10042 tasks from prompt.
0.01.632.960 I ================================= is_spm = 0
0.01.632.961 I hellaswag_score : selecting 10042 randomized tasks.
0.04.304.506 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
1501	82.27848101%	[80.2650%, 84.1271%]
1502	82.29027963%	[80.2780%, 84.1378%]
1503	82.30206254%	[80.2910%, 84.1485%]
1504	82.31382979%	[80.3039%, 84.1591%]
1505	82.32558140%	[80.3168%, 84.1698%]
1506	82.33731740%	[80.3297%, 84.1804%]
1507	82.34903782%	[80.3426%, 84.1910%]
1508	82.36074271%	[80.3555%, 84.2016%]
1509	82.37243207%	[80.3683%, 84.2122%]
1510	82.38410596%	[80.3811%, 84.2227%]
1511	82.32958306%	[80.3251%, 84.1701%]
1512	82.34126984%	[80.3380%, 84.1807%]
1513	82.35294118%	[80.3508%, 84.1912%]
1514	82.36459709%	[80.3636%, 84.2018%]
1515	82.31023102%	[80.3078%, 84.1493%]
1516	82.32189974%	[80.3206%, 84.1598%]
1517	82.33355307%	[80.3334%, 84.1704%]
1518	82.34519104%	[80.3462%, 84.1809%]
1519	82.35681369%	[80.3589%, 84.1914%]
1520	82.36842105%	[80.3717%, 84.2020%]
1521	82.38001315%	[80.3844%, 84.2124%]
1522	82.39159001%	[80.3972%, 84.2229%]
1523	82.40315167%	[80.4099%, 84.2334%]
1524	82.41469816%	[80.4225%, 84.2439%]
1525	82.42622951%	[80.4352%, 84.2543%]
1526	82.43774574%	[80.4479%, 84.2647%]
1527	82.44924689%	[80.4605%, 84.2751%]
1528	82.46073298%	[80.4731%, 84.2855%]
1529	82.47220405%	[80.4857%, 84.2959%]
1530	82.41830065%	[80.4304%, 84.2439%]
1531	82.42978445%	[80.4430%, 84.2543%]
1532	82.44125326%	[80.4556%, 84.2646%]
1533	82.45270711%	[80.4682%, 84.2750%]
1534	82.46414602%	[80.4807%, 84.2854%]
1535	82.47557003%	[80.4933%, 84.2957%]
1536	82.48697917%	[80.5058%, 84.3060%]
1537	82.49837345%	[80.5183%, 84.3164%]
1538	82.44473342%	[80.4632%, 84.2646%]
1539	82.45614035%	[80.4758%, 84.2749%]
1540	82.46753247%	[80.4883%, 84.2852%]
1541	82.47890980%	[80.5008%, 84.2955%]
1542	82.49027237%	[80.5133%, 84.3058%]
1543	82.50162022%	[80.5257%, 84.3161%]
1544	82.51295337%	[80.5382%, 84.3263%]
1545	82.52427184%	[80.5506%, 84.3366%]
1546	82.53557568%	[80.5630%, 84.3468%]
1547	82.54686490%	[80.5754%, 84.3570%]
1548	82.49354005%	[80.5206%, 84.3056%]
1549	82.50484183%	[80.5331%, 84.3158%]
1550	82.51612903%	[80.5455%, 84.3260%]
1551	82.46292714%	[80.4908%, 84.2746%]
1552	82.40979381%	[80.4362%, 84.2233%]
1553	82.42112041%	[80.4487%, 84.2336%]
1554	82.43243243%	[80.4611%, 84.2438%]
1555	82.44372990%	[80.4735%, 84.2541%]
1556	82.45501285%	[80.4859%, 84.2643%]
1557	82.40205523%	[80.4315%, 84.2132%]
1558	82.41335045%	[80.4439%, 84.2234%]
1559	82.42463117%	[80.4563%, 84.2336%]
1560	82.43589744%	[80.4686%, 84.2438%]
1561	82.44714926%	[80.4810%, 84.2540%]
1562	82.45838668%	[80.4933%, 84.2642%]
1563	82.46960972%	[80.5056%, 84.2744%]
1564	82.41687980%	[80.4515%, 84.2234%]
1565	82.36421725%	[80.3974%, 84.1726%]
1566	82.37547893%	[80.4097%, 84.1828%]
1567	82.38672623%	[80.4221%, 84.1930%]
1568	82.33418367%	[80.3681%, 84.1422%]
1569	82.28170809%	[80.3142%, 84.0915%]
1570	82.29299363%	[80.3266%, 84.1017%]
1571	82.30426480%	[80.3390%, 84.1120%]
1572	82.31552163%	[80.3513%, 84.1222%]
1573	82.32676414%	[80.3637%, 84.1324%]
1574	82.33799238%	[80.3760%, 84.1425%]
1575	82.34920635%	[80.3883%, 84.1527%]
1576	82.36040609%	[80.4006%, 84.1629%]
1577	82.37159163%	[80.4128%, 84.1730%]
1578	82.38276299%	[80.4251%, 84.1832%]
1579	82.39392020%	[80.4373%, 84.1933%]
1580	82.40506329%	[80.4496%, 84.2034%]
1581	82.41619228%	[80.4618%, 84.2135%]
1582	82.36409608%	[80.4083%, 84.1631%]
1583	82.37523689%	[80.4205%, 84.1732%]
1584	82.38636364%	[80.4327%, 84.1833%]
1585	82.39747634%	[80.4449%, 84.1934%]
1586	82.40857503%	[80.4571%, 84.2035%]
1587	82.35664776%	[80.4037%, 84.1533%]
1588	82.36775819%	[80.4159%, 84.1634%]
1589	82.37885463%	[80.4281%, 84.1735%]
1590	82.32704403%	[80.3749%, 84.1234%]
1591	82.33815211%	[80.3871%, 84.1335%]
1592	82.34924623%	[80.3992%, 84.1435%]
1593	82.29755179%	[80.3462%, 84.0936%]
1594	82.30865747%	[80.3583%, 84.1036%]
1595	82.31974922%	[80.3705%, 84.1137%]
1596	82.33082707%	[80.3826%, 84.1238%]
1597	82.34189105%	[80.3948%, 84.1338%]
1598	82.35294118%	[80.4069%, 84.1438%]
1599	82.36397749%	[80.4190%, 84.1539%]
1600	82.37500000%	[80.4311%, 84.1639%]
1601	82.38600874%	[80.4431%, 84.1738%]
1602	82.39700375%	[80.4552%, 84.1838%]
1603	82.34560200%	[80.4024%, 84.1341%]
1604	82.35660848%	[80.4145%, 84.1441%]
1605	82.36760125%	[80.4265%, 84.1541%]
1606	82.37858032%	[80.4386%, 84.1641%]
1607	82.38954574%	[80.4506%, 84.1740%]
1608	82.33830846%	[80.3980%, 84.1245%]
1609	82.34928527%	[80.4100%, 84.1345%]
1610	82.36024845%	[80.4220%, 84.1444%]
1611	82.37119801%	[80.4340%, 84.1544%]
1612	82.38213400%	[80.4460%, 84.1643%]
1613	82.33106014%	[80.3936%, 84.1149%]
1614	82.34200743%	[80.4056%, 84.1249%]
1615	82.35294118%	[80.4175%, 84.1348%]
1616	82.36386139%	[80.4295%, 84.1447%]
1617	82.37476809%	[80.4415%, 84.1546%]
1618	82.38566131%	[80.4534%, 84.1645%]
1619	82.39654107%	[80.4653%, 84.1744%]
1620	82.40740741%	[80.4772%, 84.1843%]
1621	82.41826033%	[80.4891%, 84.1941%]
1622	82.42909988%	[80.5010%, 84.2040%]
1623	82.37831177%	[80.4489%, 84.1549%]
1624	82.32758621%	[80.3968%, 84.1058%]
1625	82.33846154%	[80.4087%, 84.1157%]
1626	82.34932349%	[80.4206%, 84.1256%]
1627	82.36017210%	[80.4325%, 84.1354%]
1628	82.37100737%	[80.4443%, 84.1453%]
1629	82.38182934%	[80.4562%, 84.1551%]
1630	82.39263804%	[80.4680%, 84.1649%]
1631	82.40343348%	[80.4799%, 84.1747%]
1632	82.41421569%	[80.4917%, 84.1845%]
1633	82.42498469%	[80.5035%, 84.1943%]
1634	82.43574051%	[80.5153%, 84.2041%]
1635	82.44648318%	[80.5270%, 84.2138%]
1636	82.45721271%	[80.5388%, 84.2236%]
1637	82.40684178%	[80.4871%, 84.1749%]
1638	82.41758242%	[80.4988%, 84.1846%]
1639	82.42830995%	[80.5106%, 84.1944%]
1640	82.43902439%	[80.5223%, 84.2041%]
1641	82.44972578%	[80.5341%, 84.2138%]
1642	82.46041413%	[80.5458%, 84.2235%]
1643	82.41022520%	[80.4942%, 84.1750%]
1644	82.42092457%	[80.5060%, 84.1847%]
1645	82.43161094%	[80.5177%, 84.1944%]
1646	82.44228433%	[80.5293%, 84.2041%]
1647	82.39222829%	[80.4780%, 84.1557%]
1648	82.40291262%	[80.4897%, 84.1655%]
1649	82.41358399%	[80.5013%, 84.1752%]
1650	82.42424242%	[80.5130%, 84.1848%]
1651	82.43488795%	[80.5247%, 84.1945%]
1652	82.44552058%	[80.5363%, 84.2042%]
1653	82.45614035%	[80.5480%, 84.2138%]
1654	82.46674728%	[80.5596%, 84.2235%]
1655	82.41691843%	[80.5084%, 84.1753%]
1656	82.36714976%	[80.4573%, 84.1272%]
1657	82.37779119%	[80.4690%, 84.1368%]
1658	82.32810615%	[80.4180%, 84.0888%]
1659	82.33875829%	[80.4296%, 84.0985%]
1660	82.34939759%	[80.4413%, 84.1081%]
1661	82.36002408%	[80.4529%, 84.1178%]
1662	82.37063779%	[80.4645%, 84.1274%]
1663	82.38123873%	[80.4761%, 84.1371%]
1664	82.33173077%	[80.4253%, 84.0892%]
1665	82.34234234%	[80.4369%, 84.0989%]
1666	82.35294118%	[80.4485%, 84.1085%]
1667	82.30353929%	[80.3978%, 84.0607%]
1668	82.31414868%	[80.4094%, 84.0704%]
1669	82.32474536%	[80.4210%, 84.0800%]
1670	82.33532934%	[80.4326%, 84.0896%]
1671	82.34590066%	[80.4442%, 84.0992%]
1672	82.35645933%	[80.4557%, 84.1088%]
1673	82.36700538%	[80.4673%, 84.1184%]
1674	82.37753883%	[80.4788%, 84.1280%]
1675	82.32835821%	[80.4283%, 84.0804%]
1676	82.33890215%	[80.4399%, 84.0900%]
1677	82.34943351%	[80.4514%, 84.0996%]
1678	82.35995232%	[80.4629%, 84.1092%]
1679	82.37045861%	[80.4744%, 84.1187%]
1680	82.38095238%	[80.4859%, 84.1283%]
1681	82.39143367%	[80.4973%, 84.1378%]
1682	82.40190250%	[80.5088%, 84.1473%]
1683	82.41235888%	[80.5202%, 84.1569%]
1684	82.42280285%	[80.5317%, 84.1664%]
1685	82.43323442%	[80.5431%, 84.1759%]
1686	82.44365362%	[80.5545%, 84.1853%]
1687	82.45406046%	[80.5659%, 84.1948%]
1688	82.46445498%	[80.5772%, 84.2043%]
1689	82.47483718%	[80.5886%, 84.2137%]
1690	82.48520710%	[80.5999%, 84.2231%]
1691	82.49556475%	[80.6113%, 84.2326%]
1692	82.50591017%	[80.6226%, 84.2420%]
1693	82.51624335%	[80.6339%, 84.2514%]
1694	82.52656434%	[80.6452%, 84.2608%]
1695	82.53687316%	[80.6565%, 84.2701%]
1696	82.54716981%	[80.6677%, 84.2795%]
1697	82.55745433%	[80.6790%, 84.2888%]
1698	82.56772674%	[80.6902%, 84.2982%]
1699	82.57798705%	[80.7015%, 84.3075%]
1700	82.52941176%	[80.6516%, 84.2605%]
1701	82.53968254%	[80.6628%, 84.2699%]
1702	82.54994125%	[80.6741%, 84.2792%]
1703	82.56018790%	[80.6853%, 84.2885%]
1704	82.57042254%	[80.6965%, 84.2979%]
1705	82.58064516%	[80.7077%, 84.3072%]
1706	82.59085580%	[80.7188%, 84.3164%]
1707	82.54247217%	[80.6692%, 84.2696%]
1708	82.49414520%	[80.6196%, 84.2229%]
1709	82.50438853%	[80.6308%, 84.2322%]
1710	82.51461988%	[80.6419%, 84.2415%]
1711	82.52483928%	[80.6531%, 84.2508%]
1712	82.53504673%	[80.6643%, 84.2601%]
1713	82.54524227%	[80.6754%, 84.2694%]
1714	82.55542590%	[80.6866%, 84.2787%]
1715	82.50728863%	[80.6372%, 84.2321%]
1716	82.51748252%	[80.6483%, 84.2414%]
1717	82.52766453%	[80.6595%, 84.2506%]
1718	82.47962747%	[80.6102%, 84.2042%]
1719	82.48981966%	[80.6213%, 84.2135%]
1720	82.50000000%	[80.6324%, 84.2227%]
1721	82.51016851%	[80.6436%, 84.2320%]
1722	82.52032520%	[80.6547%, 84.2412%]
1723	82.53047011%	[80.6657%, 84.2505%]
1724	82.48259861%	[80.6166%, 84.2041%]
1725	82.49275362%	[80.6277%, 84.2134%]
1726	82.50289687%	[80.6388%, 84.2226%]
1727	82.51302837%	[80.6499%, 84.2318%]
1728	82.52314815%	[80.6610%, 84.2411%]
1729	82.53325622%	[80.6720%, 84.2503%]
1730	82.54335260%	[80.6830%, 84.2595%]
1731	82.55343732%	[80.6941%, 84.2686%]
1732	82.56351039%	[80.7051%, 84.2778%]
1733	82.51586844%	[80.6562%, 84.2317%]
1734	82.46828143%	[80.6074%, 84.1857%]
1735	82.47838617%	[80.6184%, 84.1949%]
1736	82.48847926%	[80.6294%, 84.2041%]
1737	82.49856074%	[80.6404%, 84.2132%]
1738	82.50863061%	[80.6515%, 84.2224%]
1739	82.51868890%	[80.6624%, 84.2316%]
1740	82.52873563%	[80.6734%, 84.2407%]
1741	82.48133257%	[80.6248%, 84.1949%]
1742	82.49138921%	[80.6358%, 84.2040%]
1743	82.50143431%	[80.6468%, 84.2132%]
1744	82.51146789%	[80.6577%, 84.2223%]
1745	82.52148997%	[80.6687%, 84.2314%]
1746	82.47422680%	[80.6202%, 84.1857%]
1747	82.48425873%	[80.6311%, 84.1948%]
1748	82.43707094%	[80.5827%, 84.1492%]
1749	82.44711264%	[80.5937%, 84.1583%]
1750	82.45714286%	[80.6046%, 84.1675%]
1751	82.46716162%	[80.6156%, 84.1766%]
1752	82.47716895%	[80.6265%, 84.1857%]
1753	82.48716486%	[80.6374%, 84.1948%]
1754	82.49714937%	[80.6483%, 84.2039%]
1755	82.50712251%	[80.6592%, 84.2130%]
1756	82.51708428%	[80.6701%, 84.2221%]
1757	82.52703472%	[80.6810%, 84.2311%]
1758	82.48009101%	[80.6328%, 84.1857%]
1759	82.49005117%	[80.6437%, 84.1948%]
1760	82.50000000%	[80.6546%, 84.2039%]
1761	82.50993754%	[80.6654%, 84.2129%]
1762	82.51986379%	[80.6763%, 84.2220%]
1763	82.47305729%	[80.6283%, 84.1767%]
1764	82.48299320%	[80.6391%, 84.1857%]
1765	82.49291785%	[80.6499%, 84.1948%]
1766	82.50283126%	[80.6608%, 84.2038%]
1767	82.51273345%	[80.6716%, 84.2128%]
1768	82.52262443%	[80.6824%, 84.2218%]
1769	82.53250424%	[80.6932%, 84.2308%]
1770	82.54237288%	[80.7040%, 84.2398%]
1771	82.55223038%	[80.7147%, 84.2488%]
1772	82.56207675%	[80.7255%, 84.2578%]
1773	82.51551043%	[80.6777%, 84.2127%]
1774	82.52536640%	[80.6885%, 84.2217%]
1775	82.53521127%	[80.6992%, 84.2307%]
1776	82.54504505%	[80.7100%, 84.2396%]
1777	82.55486775%	[80.7207%, 84.2486%]
1778	82.56467942%	[80.7314%, 84.2575%]
1779	82.57448004%	[80.7421%, 84.2665%]
1780	82.52808989%	[80.6945%, 84.2216%]
1781	82.53790006%	[80.7052%, 84.2305%]
1782	82.54769921%	[80.7159%, 84.2395%]
1783	82.50140213%	[80.6684%, 84.1946%]
1784	82.51121076%	[80.6791%, 84.2036%]
1785	82.52100840%	[80.6898%, 84.2125%]
1786	82.53079507%	[80.7005%, 84.2214%]
1787	82.54057079%	[80.7112%, 84.2304%]
1788	82.49440716%	[80.6638%, 84.1857%]
1789	82.50419229%	[80.6745%, 84.1946%]
1790	82.51396648%	[80.6852%, 84.2035%]
1791	82.46789503%	[80.6379%, 84.1589%]
1792	82.47767857%	[80.6486%, 84.1678%]
1793	82.48745120%	[80.6593%, 84.1767%]
1794	82.44147157%	[80.6121%, 84.1322%]
1795	82.45125348%	[80.6228%, 84.1411%]
1796	82.46102450%	[80.6334%, 84.1500%]
1797	82.47078464%	[80.6441%, 84.1590%]
1798	82.48053393%	[80.6547%, 84.1678%]
1799	82.49027237%	[80.6654%, 84.1767%]
1800	82.44444444%	[80.6183%, 84.1324%]
1801	82.45419212%	[80.6290%, 84.1413%]
1802	82.46392897%	[80.6396%, 84.1501%]
1803	82.47365502%	[80.6502%, 84.1590%]
1804	82.42793792%	[80.6033%, 84.1147%]
1805	82.43767313%	[80.6139%, 84.1236%]
1806	82.44739756%	[80.6246%, 84.1325%]
1807	82.45711123%	[80.6352%, 84.1414%]
1808	82.46681416%	[80.6457%, 84.1502%]
1809	82.47650636%	[80.6563%, 84.1591%]
1810	82.43093923%	[80.6096%, 84.1149%]
1811	82.44064053%	[80.6202%, 84.1238%]
1812	82.45033113%	[80.6307%, 84.1326%]
1813	82.46001103%	[80.6413%, 84.1415%]
1814	82.46968026%	[80.6518%, 84.1503%]
1815	82.47933884%	[80.6624%, 84.1591%]
1816	82.48898678%	[80.6729%, 84.1679%]
1817	82.49862411%	[80.6834%, 84.1767%]
1818	82.50825083%	[80.6939%, 84.1855%]
1819	82.51786696%	[80.7044%, 84.1943%]
1820	82.52747253%	[80.7149%, 84.2030%]
1821	82.53706755%	[80.7253%, 84.2118%]
1822	82.54665203%	[80.7358%, 84.2205%]
1823	82.55622600%	[80.7462%, 84.2293%]
1824	82.56578947%	[80.7567%, 84.2380%]
1825	82.57534247%	[80.7671%, 84.2467%]
1826	82.58488499%	[80.7775%, 84.2554%]
1827	82.59441708%	[80.7879%, 84.2641%]
1828	82.60393873%	[80.7983%, 84.2728%]
1829	82.61344997%	[80.8087%, 84.2815%]
1830	82.62295082%	[80.8190%, 84.2902%]
1831	82.63244129%	[80.8294%, 84.2988%]
1832	82.64192140%	[80.8397%, 84.3075%]
1833	82.65139116%	[80.8501%, 84.3161%]
1834	82.66085060%	[80.8604%, 84.3248%]
1835	82.67029973%	[80.8707%, 84.3334%]
1836	82.67973856%	[80.8810%, 84.3420%]
1837	82.68916712%	[80.8913%, 84.3506%]
1838	82.69858542%	[80.9016%, 84.3592%]
1839	82.70799347%	[80.9118%, 84.3678%]
1840	82.66304348%	[80.8657%, 84.3243%]
1841	82.67246062%	[80.8760%, 84.3329%]
1842	82.68186754%	[80.8863%, 84.3415%]
1843	82.69126424%	[80.8965%, 84.3500%]
1844	82.70065076%	[80.9067%, 84.3586%]
1845	82.65582656%	[80.8608%, 84.3152%]
1846	82.66522210%	[80.8710%, 84.3238%]
1847	82.67460747%	[80.8812%, 84.3323%]
1848	82.68398268%	[80.8915%, 84.3409%]
1849	82.69334776%	[80.9017%, 84.3494%]
1850	82.70270270%	[80.9119%, 84.3580%]
1851	82.71204754%	[80.9221%, 84.3665%]
1852	82.72138229%	[80.9323%, 84.3750%]
1853	82.67674042%	[80.8865%, 84.3318%]
1854	82.68608414%	[80.8967%, 84.3403%]
1855	82.69541779%	[80.9068%, 84.3489%]
1856	82.70474138%	[80.9170%, 84.3574%]
1857	82.71405493%	[80.9272%, 84.3659%]
1858	82.66953714%	[80.8815%, 84.3228%]
1859	82.67885960%	[80.8917%, 84.3313%]
1860	82.63440860%	[80.8461%, 84.2882%]
1861	82.64373992%	[80.8562%, 84.2967%]
1862	82.59935553%	[80.8107%, 84.2538%]
1863	82.60869565%	[80.8209%, 84.2623%]
1864	82.61802575%	[80.8311%, 84.2708%]
1865	82.62734584%	[80.8412%, 84.2793%]
1866	82.58306538%	[80.7958%, 84.2364%]
1867	82.59239422%	[80.8060%, 84.2450%]
1868	82.60171306%	[80.8161%, 84.2535%]
1869	82.61102194%	[80.8263%, 84.2620%]
1870	82.62032086%	[80.8364%, 84.2705%]
1871	82.62960983%	[80.8466%, 84.2790%]
1872	82.63888889%	[80.8567%, 84.2874%]
1873	82.64815804%	[80.8668%, 84.2959%]
1874	82.60405550%	[80.8215%, 84.2532%]
1875	82.61333333%	[80.8316%, 84.2617%]
1876	82.56929638%	[80.7865%, 84.2190%]
1877	82.52530634%	[80.7414%, 84.1764%]
1878	82.53461129%	[80.7515%, 84.1849%]
1879	82.54390633%	[80.7616%, 84.1934%]
1880	82.55319149%	[80.7718%, 84.2019%]
1881	82.56246677%	[80.7819%, 84.2103%]
1882	82.57173220%	[80.7920%, 84.2188%]
1883	82.58098779%	[80.8020%, 84.2273%]
1884	82.59023355%	[80.8121%, 84.2357%]
1885	82.59946950%	[80.8222%, 84.2442%]
1886	82.60869565%	[80.8322%, 84.2526%]
1887	82.61791203%	[80.8423%, 84.2610%]
1888	82.62711864%	[80.8523%, 84.2694%]
1889	82.63631551%	[80.8623%, 84.2778%]
1890	82.64550265%	[80.8723%, 84.2862%]
1891	82.65468006%	[80.8823%, 84.2946%]
1892	82.66384778%	[80.8923%, 84.3030%]
1893	82.67300581%	[80.9023%, 84.3114%]
1894	82.68215417%	[80.9123%, 84.3197%]
1895	82.69129288%	[80.9222%, 84.3281%]
1896	82.70042194%	[80.9322%, 84.3364%]
1897	82.70954138%	[80.9421%, 84.3448%]
1898	82.71865121%	[80.9521%, 84.3531%]
1899	82.72775145%	[80.9620%, 84.3614%]
1900	82.73684211%	[80.9719%, 84.3697%]
1901	82.69331931%	[80.9272%, 84.3275%]
1902	82.70241851%	[80.9372%, 84.3359%]
1903	82.71150815%	[80.9471%, 84.3442%]
1904	82.72058824%	[80.9569%, 84.3525%]
1905	82.72965879%	[80.9668%, 84.3608%]
1906	82.73871983%	[80.9767%, 84.3690%]
1907	82.69533298%	[80.9322%, 84.3270%]
1908	82.70440252%	[80.9421%, 84.3353%]
1909	82.71346255%	[80.9520%, 84.3436%]
1910	82.72251309%	[80.9618%, 84.3518%]
1911	82.73155416%	[80.9717%, 84.3601%]
1912	82.74058577%	[80.9815%, 84.3684%]
1913	82.74960795%	[80.9913%, 84.3766%]
1914	82.70637409%	[80.9470%, 84.3347%]
1915	82.66318538%	[80.9027%, 84.2929%]
1916	82.67223382%	[80.9126%, 84.3012%]
1917	82.68127282%	[80.9224%, 84.3094%]
1918	82.69030240%	[80.9322%, 84.3177%]
1919	82.69932256%	[80.9421%, 84.3259%]
1920	82.65625000%	[80.8979%, 84.2842%]
1921	82.66527850%	[80.9077%, 84.2924%]
1922	82.67429761%	[80.9175%, 84.3007%]
1923	82.68330733%	[80.9274%, 84.3089%]
1924	82.64033264%	[80.8833%, 84.2673%]
1925	82.64935065%	[80.8931%, 84.2755%]
1926	82.60643821%	[80.8491%, 84.2340%]
1927	82.61546445%	[80.8589%, 84.2422%]
1928	82.62448133%	[80.8688%, 84.2505%]
1929	82.58164852%	[80.8248%, 84.2089%]
1930	82.59067358%	[80.8347%, 84.2172%]
1931	82.59968928%	[80.8445%, 84.2255%]
1932	82.60869565%	[80.8543%, 84.2337%]
1933	82.61769271%	[80.8641%, 84.2419%]
1934	82.62668046%	[80.8739%, 84.2501%]
1935	82.63565891%	[80.8836%, 84.2584%]
1936	82.64462810%	[80.8934%, 84.2666%]
1937	82.65358802%	[80.9031%, 84.2748%]
1938	82.61093911%	[80.8594%, 84.2334%]
1939	82.61990717%	[80.8692%, 84.2416%]
1940	82.62886598%	[80.8789%, 84.2498%]
1941	82.63781556%	[80.8887%, 84.2580%]
1942	82.64675592%	[80.8984%, 84.2662%]
1943	82.65568708%	[80.9081%, 84.2744%]
1944	82.61316872%	[80.8645%, 84.2332%]
1945	82.62210797%	[80.8743%, 84.2413%]
1946	82.57965057%	[80.8307%, 84.2002%]
1947	82.58859784%	[80.8405%, 84.2084%]
1948	82.59753593%	[80.8502%, 84.2166%]
1949	82.60646485%	[80.8599%, 84.2247%]
1950	82.56410256%	[80.8165%, 84.1837%]
1951	82.57303947%	[80.8262%, 84.1918%]
1952	82.58196721%	[80.8359%, 84.2000%]
1953	82.59088582%	[80.8456%, 84.2082%]
1954	82.59979529%	[80.8553%, 84.2163%]
1955	82.60869565%	[80.8650%, 84.2245%]
1956	82.61758691%	[80.8747%, 84.2326%]
1957	82.62646909%	[80.8843%, 84.2408%]
1958	82.63534219%	[80.8940%, 84.2489%]
1959	82.64420623%	[80.9036%, 84.2570%]
1960	82.65306122%	[80.9133%, 84.2651%]
1961	82.61091280%	[80.8701%, 84.2242%]
1962	82.61977574%	[80.8797%, 84.2324%]
1963	82.57768721%	[80.8366%, 84.1916%]
1964	82.58655804%	[80.8462%, 84.1997%]
1965	82.59541985%	[80.8559%, 84.2078%]
1966	82.55340793%	[80.8128%, 84.1671%]
1967	82.51143874%	[80.7698%, 84.1264%]
1968	82.46951220%	[80.7268%, 84.0857%]
1969	82.47841544%	[80.7365%, 84.0939%]
1970	82.43654822%	[80.6936%, 84.0532%]
1971	82.44545916%	[80.7033%, 84.0614%]
1972	82.45436105%	[80.7130%, 84.0696%]
1973	82.46325393%	[80.7226%, 84.0777%]
1974	82.47213779%	[80.7323%, 84.0859%]
1975	82.43037975%	[80.6895%, 84.0454%]
1976	82.43927126%	[80.6992%, 84.0535%]
1977	82.44815377%	[80.7088%, 84.0616%]
1978	82.45702730%	[80.7185%, 84.0698%]
1979	82.46589186%	[80.7281%, 84.0779%]
1980	82.47474747%	[80.7377%, 84.0860%]
1981	82.48359414%	[80.7473%, 84.0941%]
1982	82.49243189%	[80.7569%, 84.1022%]
1983	82.50126072%	[80.7665%, 84.1103%]
1984	82.51008065%	[80.7761%, 84.1184%]
1985	82.46851385%	[80.7335%, 84.0781%]
1986	82.47734139%	[80.7431%, 84.0862%]
1987	82.48616004%	[80.7527%, 84.0942%]
1988	82.49496982%	[80.7623%, 84.1023%]
1989	82.50377074%	[80.7718%, 84.1104%]
1990	82.51256281%	[80.7814%, 84.1184%]
1991	82.52134606%	[80.7909%, 84.1265%]
1992	82.47991968%	[80.7485%, 84.0863%]
1993	82.48871049%	[80.7580%, 84.0944%]
1994	82.44734203%	[80.7157%, 84.0542%]
1995	82.45614035%	[80.7252%, 84.0623%]
1996	82.46492986%	[80.7348%, 84.0704%]
1997	82.42363545%	[80.6925%, 84.0303%]
1998	82.43243243%	[80.7020%, 84.0384%]
1999	82.44122061%	[80.7116%, 84.0464%]
2000	82.45000000%	[80.7211%, 84.0545%]
2001	82.45877061%	[80.7306%, 84.0625%]
2002	82.46753247%	[80.7402%, 84.0706%]
2003	82.47628557%	[80.7497%, 84.0786%]
2004	82.48502994%	[80.7592%, 84.0866%]
2005	82.44389027%	[80.7170%, 84.0467%]
2006	82.40279163%	[80.6749%, 84.0068%]
2007	82.41155954%	[80.6844%, 84.0148%]
2008	82.42031873%	[80.6940%, 84.0229%]
2009	82.42906919%	[80.7035%, 84.0309%]
2010	82.38805970%	[80.6614%, 83.9911%]
2011	82.39681750%	[80.6710%, 83.9991%]
2012	82.40556660%	[80.6805%, 84.0072%]
2013	82.41430700%	[80.6899%, 84.0152%]
2014	82.37338630%	[80.6480%, 83.9755%]
