0.00.538.273 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.538.280 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.538.282 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.538.284 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.538.285 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.538.289 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.538.290 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.538.292 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.538.293 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.538.294 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.538.296 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.538.298 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.538.300 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.538.301 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.538.305 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.03.420.728 I 
0.03.420.803 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.03.425.106 I hellaswag_score : loaded 10042 tasks from prompt.
0.03.425.109 I ================================= is_spm = 0
0.03.425.110 I hellaswag_score : selecting 10042 randomized tasks.
0.06.084.609 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
8233	82.81306936%	[81.9829%, 83.6126%]
8234	82.81515667%	[81.9851%, 83.6146%]
8235	82.81724347%	[81.9872%, 83.6166%]
8236	82.81932977%	[81.9894%, 83.6186%]
8237	82.82141556%	[81.9916%, 83.6206%]
8238	82.82350085%	[81.9938%, 83.6226%]
8239	82.82558563%	[81.9959%, 83.6246%]
8240	82.82766990%	[81.9981%, 83.6266%]
8241	82.81761922%	[81.9879%, 83.6167%]
8242	82.81970396%	[81.9901%, 83.6187%]
8243	82.82178818%	[81.9923%, 83.6207%]
8244	82.82387191%	[81.9945%, 83.6227%]
8245	82.82595512%	[81.9966%, 83.6247%]
8246	82.82803784%	[81.9988%, 83.6267%]
8247	82.83012004%	[82.0010%, 83.6287%]
8248	82.83220175%	[82.0031%, 83.6307%]
8249	82.83428294%	[82.0053%, 83.6327%]
8250	82.83636364%	[82.0075%, 83.6347%]
8251	82.83844382%	[82.0096%, 83.6367%]
8252	82.84052351%	[82.0118%, 83.6387%]
8253	82.83048588%	[82.0016%, 83.6288%]
8254	82.83256603%	[82.0038%, 83.6308%]
8255	82.83464567%	[82.0060%, 83.6328%]
8256	82.83672481%	[82.0082%, 83.6348%]
8257	82.83880344%	[82.0103%, 83.6367%]
8258	82.82877210%	[82.0002%, 83.6269%]
8259	82.83085119%	[82.0023%, 83.6288%]
8260	82.83292978%	[82.0045%, 83.6308%]
8261	82.82290280%	[81.9943%, 83.6210%]
8262	82.82498184%	[81.9965%, 83.6230%]
8263	82.82706039%	[81.9987%, 83.6249%]
8264	82.82913843%	[82.0008%, 83.6269%]
8265	82.83121597%	[82.0030%, 83.6289%]
8266	82.83329301%	[82.0052%, 83.6309%]
8267	82.82327326%	[81.9950%, 83.6210%]
8268	82.81325593%	[81.9849%, 83.6112%]
8269	82.81533438%	[81.9870%, 83.6132%]
8270	82.80532044%	[81.9769%, 83.6033%]
8271	82.79530891%	[81.9667%, 83.5934%]
8272	82.79738878%	[81.9689%, 83.5954%]
8273	82.79946815%	[81.9711%, 83.5974%]
8274	82.80154701%	[81.9733%, 83.5994%]
8275	82.79154079%	[81.9631%, 83.5895%]
8276	82.79362011%	[81.9653%, 83.5915%]
8277	82.79569892%	[81.9674%, 83.5935%]
8278	82.79777724%	[81.9696%, 83.5955%]
8279	82.79985505%	[81.9718%, 83.5975%]
8280	82.80193237%	[81.9739%, 83.5995%]
8281	82.80400918%	[81.9761%, 83.6015%]
8282	82.80608549%	[81.9783%, 83.6035%]
8283	82.80816129%	[81.9804%, 83.6055%]
8284	82.81023660%	[81.9826%, 83.6074%]
8285	82.81231141%	[81.9848%, 83.6094%]
8286	82.81438571%	[81.9869%, 83.6114%]
8287	82.81645951%	[81.9891%, 83.6134%]
8288	82.81853282%	[81.9913%, 83.6154%]
8289	82.82060562%	[81.9934%, 83.6174%]
8290	82.82267793%	[81.9956%, 83.6194%]
8291	82.81268846%	[81.9855%, 83.6095%]
8292	82.80270140%	[81.9753%, 83.5997%]
8293	82.80477511%	[81.9775%, 83.6017%]
8294	82.80684832%	[81.9797%, 83.6037%]
8295	82.80892104%	[81.9818%, 83.6056%]
8296	82.81099325%	[81.9840%, 83.6076%]
8297	82.81306496%	[81.9861%, 83.6096%]
8298	82.80308508%	[81.9760%, 83.5998%]
8299	82.80515725%	[81.9782%, 83.6018%]
8300	82.80722892%	[81.9804%, 83.6037%]
8301	82.80930008%	[81.9825%, 83.6057%]
8302	82.81137075%	[81.9847%, 83.6077%]
8303	82.81344092%	[81.9868%, 83.6097%]
8304	82.81551060%	[81.9890%, 83.6117%]
8305	82.81757977%	[81.9912%, 83.6137%]
8306	82.81964845%	[81.9933%, 83.6156%]
8307	82.82171662%	[81.9955%, 83.6176%]
8308	82.82378430%	[81.9976%, 83.6196%]
8309	82.82585149%	[81.9998%, 83.6216%]
8310	82.81588448%	[81.9897%, 83.6118%]
8311	82.81795211%	[81.9918%, 83.6137%]
8312	82.80798845%	[81.9817%, 83.6039%]
8313	82.81005654%	[81.9839%, 83.6059%]
8314	82.81212413%	[81.9861%, 83.6079%]
8315	82.80216476%	[81.9760%, 83.5981%]
8316	82.80423280%	[81.9781%, 83.6001%]
8317	82.80630035%	[81.9803%, 83.6020%]
8318	82.80836740%	[81.9824%, 83.6040%]
8319	82.81043395%	[81.9846%, 83.6060%]
8320	82.81250000%	[81.9867%, 83.6080%]
8321	82.81456556%	[81.9889%, 83.6100%]
8322	82.81663062%	[81.9910%, 83.6119%]
8323	82.81869518%	[81.9932%, 83.6139%]
8324	82.82075925%	[81.9954%, 83.6159%]
8325	82.82282282%	[81.9975%, 83.6179%]
8326	82.82488590%	[81.9997%, 83.6198%]
8327	82.82694848%	[82.0018%, 83.6218%]
8328	82.82901057%	[82.0040%, 83.6238%]
8329	82.83107216%	[82.0061%, 83.6258%]
8330	82.83313325%	[82.0083%, 83.6277%]
8331	82.83519385%	[82.0104%, 83.6297%]
8332	82.82525204%	[82.0003%, 83.6199%]
8333	82.82731309%	[82.0025%, 83.6219%]
8334	82.82937365%	[82.0046%, 83.6239%]
8335	82.83143371%	[82.0068%, 83.6258%]
8336	82.83349328%	[82.0089%, 83.6278%]
8337	82.83555236%	[82.0111%, 83.6298%]
8338	82.83761094%	[82.0132%, 83.6318%]
8339	82.83966903%	[82.0154%, 83.6337%]
8340	82.84172662%	[82.0175%, 83.6357%]
8341	82.84378372%	[82.0197%, 83.6377%]
8342	82.84584033%	[82.0218%, 83.6396%]
8343	82.84789644%	[82.0239%, 83.6416%]
8344	82.84995206%	[82.0261%, 83.6436%]
8345	82.84002397%	[82.0160%, 83.6338%]
8346	82.84208004%	[82.0182%, 83.6358%]
8347	82.84413562%	[82.0203%, 83.6377%]
8348	82.84619070%	[82.0225%, 83.6397%]
8349	82.83626782%	[82.0124%, 83.6299%]
8350	82.83832335%	[82.0145%, 83.6319%]
8351	82.82840378%	[82.0045%, 83.6221%]
8352	82.83045977%	[82.0066%, 83.6241%]
8353	82.83251526%	[82.0088%, 83.6261%]
8354	82.83457027%	[82.0109%, 83.6280%]
8355	82.83662478%	[82.0131%, 83.6300%]
8356	82.82671135%	[82.0030%, 83.6202%]
8357	82.82876630%	[82.0052%, 83.6222%]
8358	82.83082077%	[82.0073%, 83.6242%]
8359	82.83287475%	[82.0094%, 83.6261%]
8360	82.82296651%	[81.9994%, 83.6164%]
8361	82.82502093%	[82.0016%, 83.6183%]
8362	82.82707486%	[82.0037%, 83.6203%]
8363	82.81717087%	[81.9937%, 83.6105%]
8364	82.81922525%	[81.9958%, 83.6125%]
8365	82.82127914%	[81.9979%, 83.6145%]
8366	82.82333254%	[82.0001%, 83.6165%]
8367	82.82538544%	[82.0022%, 83.6184%]
8368	82.82743786%	[82.0044%, 83.6204%]
8369	82.82948978%	[82.0065%, 83.6224%]
8370	82.83154122%	[82.0086%, 83.6243%]
8371	82.83359216%	[82.0108%, 83.6263%]
8372	82.83564262%	[82.0129%, 83.6282%]
8373	82.82574943%	[82.0029%, 83.6185%]
8374	82.82780033%	[82.0050%, 83.6205%]
8375	82.82985075%	[82.0072%, 83.6224%]
8376	82.83190067%	[82.0093%, 83.6244%]
8377	82.82201265%	[81.9993%, 83.6146%]
8378	82.82406302%	[82.0014%, 83.6166%]
8379	82.82611290%	[82.0036%, 83.6186%]
8380	82.82816229%	[82.0057%, 83.6205%]
8381	82.81827944%	[81.9957%, 83.6108%]
8382	82.82032928%	[81.9978%, 83.6128%]
8383	82.82237862%	[82.0000%, 83.6147%]
8384	82.81250000%	[81.9900%, 83.6050%]
8385	82.81454979%	[81.9921%, 83.6070%]
8386	82.80467446%	[81.9821%, 83.5972%]
8387	82.80672469%	[81.9842%, 83.5992%]
8388	82.79685265%	[81.9742%, 83.5895%]
8389	82.79890333%	[81.9764%, 83.5914%]
8390	82.80095352%	[81.9785%, 83.5934%]
8391	82.80300322%	[81.9806%, 83.5954%]
8392	82.80505243%	[81.9828%, 83.5973%]
8393	82.79518646%	[81.9728%, 83.5876%]
8394	82.79723612%	[81.9749%, 83.5896%]
8395	82.79928529%	[81.9770%, 83.5915%]
8396	82.80133397%	[81.9792%, 83.5935%]
8397	82.80338216%	[81.9813%, 83.5954%]
8398	82.80542986%	[81.9835%, 83.5974%]
8399	82.80747708%	[81.9856%, 83.5994%]
8400	82.80952381%	[81.9877%, 83.6013%]
8401	82.81157005%	[81.9899%, 83.6033%]
8402	82.81361581%	[81.9920%, 83.6053%]
8403	82.81566107%	[81.9941%, 83.6072%]
8404	82.81770585%	[81.9963%, 83.6092%]
8405	82.81975015%	[81.9984%, 83.6111%]
8406	82.82179396%	[82.0005%, 83.6131%]
8407	82.82383728%	[82.0026%, 83.6150%]
8408	82.82588011%	[82.0048%, 83.6170%]
8409	82.82792246%	[82.0069%, 83.6190%]
8410	82.82996433%	[82.0090%, 83.6209%]
8411	82.83200571%	[82.0112%, 83.6229%]
8412	82.82215882%	[82.0012%, 83.6132%]
8413	82.82420064%	[82.0033%, 83.6151%]
8414	82.82624198%	[82.0054%, 83.6171%]
8415	82.81639929%	[81.9955%, 83.6074%]
8416	82.81844106%	[81.9976%, 83.6093%]
8417	82.82048236%	[81.9997%, 83.6113%]
8418	82.82252316%	[82.0019%, 83.6133%]
8419	82.82456349%	[82.0040%, 83.6152%]
8420	82.82660333%	[82.0061%, 83.6172%]
8421	82.82864268%	[82.0082%, 83.6191%]
8422	82.83068155%	[82.0104%, 83.6211%]
8423	82.83271993%	[82.0125%, 83.6230%]
8424	82.83475783%	[82.0146%, 83.6250%]
8425	82.82492582%	[82.0046%, 83.6153%]
8426	82.82696416%	[82.0068%, 83.6172%]
8427	82.81713540%	[81.9968%, 83.6076%]
8428	82.81917418%	[81.9989%, 83.6095%]
8429	82.82121248%	[82.0011%, 83.6115%]
8430	82.82325030%	[82.0032%, 83.6134%]
8431	82.82528763%	[82.0053%, 83.6154%]
8432	82.82732448%	[82.0074%, 83.6173%]
8433	82.81750267%	[81.9975%, 83.6076%]
8434	82.81953996%	[81.9996%, 83.6096%]
8435	82.82157676%	[82.0017%, 83.6115%]
8436	82.82361309%	[82.0039%, 83.6135%]
8437	82.82564893%	[82.0060%, 83.6154%]
8438	82.82768429%	[82.0081%, 83.6174%]
8439	82.82971916%	[82.0102%, 83.6193%]
8440	82.83175355%	[82.0123%, 83.6213%]
8441	82.83378747%	[82.0145%, 83.6232%]
8442	82.83582090%	[82.0166%, 83.6252%]
8443	82.83785384%	[82.0187%, 83.6271%]
8444	82.83988631%	[82.0208%, 83.6291%]
8445	82.83007697%	[82.0109%, 83.6194%]
8446	82.83210987%	[82.0130%, 83.6214%]
8447	82.83414230%	[82.0151%, 83.6233%]
8448	82.82433712%	[82.0052%, 83.6137%]
8449	82.82636998%	[82.0073%, 83.6156%]
8450	82.81656805%	[81.9974%, 83.6059%]
8451	82.81860135%	[81.9995%, 83.6079%]
8452	82.82063417%	[82.0016%, 83.6098%]
8453	82.82266651%	[82.0037%, 83.6118%]
8454	82.82469837%	[82.0058%, 83.6137%]
8455	82.82672975%	[82.0080%, 83.6157%]
8456	82.82876064%	[82.0101%, 83.6176%]
8457	82.83079106%	[82.0122%, 83.6196%]
8458	82.83282100%	[82.0143%, 83.6215%]
8459	82.83485046%	[82.0164%, 83.6235%]
8460	82.83687943%	[82.0185%, 83.6254%]
8461	82.83890793%	[82.0207%, 83.6274%]
8462	82.84093595%	[82.0228%, 83.6293%]
8463	82.84296349%	[82.0249%, 83.6312%]
8464	82.84499055%	[82.0270%, 83.6332%]
8465	82.83520378%	[82.0171%, 83.6235%]
8466	82.83723128%	[82.0192%, 83.6255%]
8467	82.83925830%	[82.0213%, 83.6274%]
8468	82.84128484%	[82.0234%, 83.6294%]
8469	82.83150313%	[82.0135%, 83.6197%]
8470	82.83353011%	[82.0156%, 83.6217%]
8471	82.82375162%	[82.0057%, 83.6120%]
8472	82.82577904%	[82.0078%, 83.6140%]
8473	82.82780597%	[82.0099%, 83.6159%]
8474	82.82983243%	[82.0121%, 83.6179%]
8475	82.83185841%	[82.0142%, 83.6198%]
8476	82.83388391%	[82.0163%, 83.6217%]
8477	82.83590893%	[82.0184%, 83.6237%]
8478	82.83793347%	[82.0205%, 83.6256%]
8479	82.83995754%	[82.0226%, 83.6276%]
8480	82.84198113%	[82.0247%, 83.6295%]
8481	82.83221318%	[82.0148%, 83.6199%]
8482	82.83423721%	[82.0169%, 83.6218%]
8483	82.83626076%	[82.0190%, 83.6238%]
8484	82.83828383%	[82.0212%, 83.6257%]
8485	82.84030642%	[82.0233%, 83.6276%]
8486	82.84232854%	[82.0254%, 83.6296%]
8487	82.84435018%	[82.0275%, 83.6315%]
8488	82.84637135%	[82.0296%, 83.6334%]
8489	82.84839204%	[82.0317%, 83.6354%]
8490	82.85041225%	[82.0338%, 83.6373%]
8491	82.84065481%	[82.0239%, 83.6277%]
8492	82.84267546%	[82.0260%, 83.6296%]
8493	82.84469563%	[82.0281%, 83.6316%]
8494	82.84671533%	[82.0302%, 83.6335%]
8495	82.84873455%	[82.0323%, 83.6354%]
8496	82.85075330%	[82.0344%, 83.6374%]
8497	82.85277157%	[82.0365%, 83.6393%]
8498	82.85478936%	[82.0386%, 83.6412%]
8499	82.85680668%	[82.0407%, 83.6432%]
8500	82.85882353%	[82.0428%, 83.6451%]
8501	82.86083990%	[82.0449%, 83.6470%]
8502	82.86285580%	[82.0470%, 83.6490%]
8503	82.86487122%	[82.0492%, 83.6509%]
8504	82.86688617%	[82.0513%, 83.6528%]
8505	82.85714286%	[82.0414%, 83.6432%]
8506	82.84740183%	[82.0315%, 83.6336%]
8507	82.84941813%	[82.0336%, 83.6356%]
8508	82.85143394%	[82.0357%, 83.6375%]
8509	82.85344929%	[82.0378%, 83.6394%]
8510	82.85546416%	[82.0399%, 83.6414%]
8511	82.85747856%	[82.0420%, 83.6433%]
8512	82.85949248%	[82.0441%, 83.6452%]
8513	82.86150593%	[82.0462%, 83.6472%]
8514	82.86351891%	[82.0483%, 83.6491%]
8515	82.86553142%	[82.0504%, 83.6510%]
8516	82.86754345%	[82.0525%, 83.6529%]
8517	82.86955501%	[82.0546%, 83.6549%]
8518	82.87156610%	[82.0567%, 83.6568%]
8519	82.87357671%	[82.0588%, 83.6587%]
8520	82.86384977%	[82.0489%, 83.6491%]
8521	82.86586081%	[82.0510%, 83.6511%]
8522	82.86787139%	[82.0531%, 83.6530%]
8523	82.86988150%	[82.0552%, 83.6549%]
8524	82.87189113%	[82.0573%, 83.6568%]
8525	82.86217009%	[82.0475%, 83.6473%]
8526	82.86418015%	[82.0496%, 83.6492%]
8527	82.86618975%	[82.0517%, 83.6511%]
8528	82.86819887%	[82.0538%, 83.6530%]
8529	82.85848282%	[82.0439%, 83.6435%]
8530	82.86049238%	[82.0460%, 83.6454%]
8531	82.86250147%	[82.0481%, 83.6473%]
8532	82.85278950%	[82.0383%, 83.6377%]
8533	82.85479902%	[82.0404%, 83.6397%]
8534	82.85680806%	[82.0425%, 83.6416%]
8535	82.85881664%	[82.0445%, 83.6435%]
8536	82.86082474%	[82.0466%, 83.6454%]
8537	82.85111866%	[82.0368%, 83.6359%]
8538	82.84141485%	[82.0270%, 83.6263%]
8539	82.84342429%	[82.0291%, 83.6282%]
8540	82.84543326%	[82.0312%, 83.6302%]
8541	82.83573352%	[82.0213%, 83.6206%]
8542	82.83774292%	[82.0234%, 83.6225%]
8543	82.82804635%	[82.0136%, 83.6130%]
8544	82.83005618%	[82.0157%, 83.6149%]
8545	82.83206554%	[82.0178%, 83.6168%]
8546	82.82237304%	[82.0080%, 83.6073%]
8547	82.81268281%	[81.9982%, 83.5977%]
8548	82.81469350%	[82.0003%, 83.5996%]
8549	82.81670371%	[82.0024%, 83.6016%]
8550	82.81871345%	[82.0044%, 83.6035%]
8551	82.82072272%	[82.0065%, 83.6054%]
8552	82.82273152%	[82.0086%, 83.6074%]
8553	82.82473986%	[82.0107%, 83.6093%]
8554	82.82674772%	[82.0128%, 83.6112%]
8555	82.82875511%	[82.0149%, 83.6131%]
8556	82.83076204%	[82.0170%, 83.6151%]
8557	82.83276849%	[82.0191%, 83.6170%]
8558	82.83477448%	[82.0212%, 83.6189%]
8559	82.83678000%	[82.0233%, 83.6208%]
8560	82.83878505%	[82.0254%, 83.6227%]
8561	82.82910875%	[82.0156%, 83.6132%]
8562	82.83111423%	[82.0177%, 83.6151%]
8563	82.82144108%	[82.0079%, 83.6056%]
8564	82.82344699%	[82.0099%, 83.6075%]
8565	82.81377700%	[82.0001%, 83.5980%]
8566	82.81578333%	[82.0022%, 83.5999%]
8567	82.81778919%	[82.0043%, 83.6018%]
8568	82.81979458%	[82.0064%, 83.6038%]
8569	82.82179951%	[82.0085%, 83.6057%]
8570	82.82380397%	[82.0106%, 83.6076%]
8571	82.81414071%	[82.0008%, 83.5981%]
8572	82.80447970%	[81.9910%, 83.5885%]
8573	82.80648548%	[81.9931%, 83.5905%]
8574	82.80849079%	[81.9952%, 83.5924%]
8575	82.81049563%	[81.9973%, 83.5943%]
8576	82.81250000%	[81.9994%, 83.5962%]
8577	82.81450391%	[82.0015%, 83.5982%]
8578	82.81650734%	[82.0036%, 83.6001%]
8579	82.80685395%	[81.9938%, 83.5906%]
8580	82.80885781%	[81.9959%, 83.5925%]
8581	82.81086120%	[81.9980%, 83.5944%]
8582	82.80121184%	[81.9882%, 83.5849%]
8583	82.80321566%	[81.9903%, 83.5868%]
8584	82.80521901%	[81.9924%, 83.5887%]
8585	82.80722190%	[81.9944%, 83.5907%]
8586	82.80922432%	[81.9965%, 83.5926%]
8587	82.81122627%	[81.9986%, 83.5945%]
8588	82.81322776%	[82.0007%, 83.5964%]
8589	82.81522878%	[82.0028%, 83.5983%]
8590	82.81722934%	[82.0049%, 83.6003%]
8591	82.80758934%	[81.9951%, 83.5907%]
8592	82.79795158%	[81.9853%, 83.5812%]
8593	82.79995345%	[81.9874%, 83.5832%]
8594	82.80195485%	[81.9895%, 83.5851%]
8595	82.80395579%	[81.9916%, 83.5870%]
8596	82.80595626%	[81.9937%, 83.5889%]
8597	82.80795626%	[81.9958%, 83.5908%]
8598	82.80995580%	[81.9978%, 83.5928%]
8599	82.81195488%	[81.9999%, 83.5947%]
8600	82.81395349%	[82.0020%, 83.5966%]
8601	82.81595163%	[82.0041%, 83.5985%]
8602	82.81794931%	[82.0062%, 83.6004%]
8603	82.81994653%	[82.0083%, 83.6023%]
8604	82.82194328%	[82.0103%, 83.6043%]
8605	82.82393957%	[82.0124%, 83.6062%]
8606	82.82593539%	[82.0145%, 83.6081%]
8607	82.82793075%	[82.0166%, 83.6100%]
8608	82.82992565%	[82.0187%, 83.6119%]
8609	82.83192008%	[82.0207%, 83.6138%]
8610	82.83391405%	[82.0228%, 83.6157%]
8611	82.83590756%	[82.0249%, 83.6176%]
8612	82.83790060%	[82.0270%, 83.6196%]
8613	82.82828283%	[82.0172%, 83.6101%]
8614	82.83027629%	[82.0193%, 83.6120%]
8615	82.83226930%	[82.0214%, 83.6139%]
8616	82.83426184%	[82.0235%, 83.6158%]
8617	82.82464895%	[82.0137%, 83.6063%]
8618	82.82664191%	[82.0158%, 83.6082%]
8619	82.82863441%	[82.0179%, 83.6101%]
8620	82.83062645%	[82.0199%, 83.6121%]
8621	82.83261803%	[82.0220%, 83.6140%]
8622	82.82301090%	[82.0123%, 83.6045%]
8623	82.82500290%	[82.0144%, 83.6064%]
8624	82.82699443%	[82.0164%, 83.6083%]
8625	82.82898551%	[82.0185%, 83.6102%]
8626	82.83097612%	[82.0206%, 83.6121%]
8627	82.83296627%	[82.0227%, 83.6140%]
8628	82.83495596%	[82.0247%, 83.6160%]
8629	82.83694518%	[82.0268%, 83.6179%]
8630	82.83893395%	[82.0289%, 83.6198%]
8631	82.84092226%	[82.0310%, 83.6217%]
8632	82.84291010%	[82.0330%, 83.6236%]
8633	82.84489749%	[82.0351%, 83.6255%]
8634	82.84688441%	[82.0372%, 83.6274%]
8635	82.84887087%	[82.0392%, 83.6293%]
8636	82.85085688%	[82.0413%, 83.6312%]
8637	82.85284242%	[82.0434%, 83.6331%]
8638	82.85482751%	[82.0454%, 83.6350%]
8639	82.85681213%	[82.0475%, 83.6369%]
8640	82.84722222%	[82.0378%, 83.6275%]
8641	82.84920727%	[82.0399%, 83.6294%]
8642	82.85119185%	[82.0419%, 83.6313%]
8643	82.84160592%	[82.0322%, 83.6218%]
8644	82.84359093%	[82.0343%, 83.6237%]
8645	82.84557548%	[82.0364%, 83.6256%]
8646	82.84755957%	[82.0384%, 83.6275%]
8647	82.84954319%	[82.0405%, 83.6294%]
8648	82.85152636%	[82.0426%, 83.6313%]
8649	82.84194705%	[82.0329%, 83.6219%]
8650	82.84393064%	[82.0349%, 83.6238%]
8651	82.83435441%	[82.0252%, 83.6143%]
8652	82.83633842%	[82.0273%, 83.6162%]
8653	82.83832197%	[82.0294%, 83.6181%]
8654	82.84030506%	[82.0314%, 83.6200%]
8655	82.84228769%	[82.0335%, 83.6219%]
8656	82.84426987%	[82.0356%, 83.6238%]
8657	82.83470024%	[82.0259%, 83.6144%]
8658	82.83668284%	[82.0279%, 83.6163%]
8659	82.83866497%	[82.0300%, 83.6182%]
8660	82.84064665%	[82.0321%, 83.6201%]
8661	82.84262787%	[82.0341%, 83.6220%]
8662	82.83306396%	[82.0244%, 83.6126%]
8663	82.82350225%	[82.0147%, 83.6032%]
8664	82.82548476%	[82.0168%, 83.6051%]
8665	82.82746682%	[82.0189%, 83.6070%]
8666	82.82944842%	[82.0209%, 83.6089%]
8667	82.81989154%	[82.0113%, 83.5994%]
8668	82.82187356%	[82.0133%, 83.6013%]
8669	82.82385512%	[82.0154%, 83.6032%]
8670	82.82583622%	[82.0175%, 83.6051%]
8671	82.82781686%	[82.0195%, 83.6070%]
8672	82.81826568%	[82.0098%, 83.5976%]
8673	82.82024674%	[82.0119%, 83.5995%]
8674	82.81069864%	[82.0022%, 83.5901%]
8675	82.81268012%	[82.0043%, 83.5920%]
8676	82.81466113%	[82.0064%, 83.5939%]
8677	82.81664170%	[82.0084%, 83.5958%]
8678	82.81862180%	[82.0105%, 83.5977%]
8679	82.82060145%	[82.0126%, 83.5996%]
8680	82.82258065%	[82.0146%, 83.6015%]
8681	82.82455938%	[82.0167%, 83.6034%]
8682	82.82653766%	[82.0187%, 83.6053%]
8683	82.82851549%	[82.0208%, 83.6072%]
8684	82.83049286%	[82.0229%, 83.6091%]
8685	82.83246978%	[82.0249%, 83.6110%]
8686	82.83444624%	[82.0270%, 83.6129%]
8687	82.82491079%	[82.0173%, 83.6035%]
8688	82.82688766%	[82.0194%, 83.6054%]
8689	82.82886408%	[82.0214%, 83.6073%]
8690	82.83084005%	[82.0235%, 83.6092%]
8691	82.83281556%	[82.0256%, 83.6111%]
8692	82.83479061%	[82.0276%, 83.6130%]
8693	82.82526170%	[82.0180%, 83.6036%]
8694	82.82723718%	[82.0200%, 83.6055%]
8695	82.82921219%	[82.0221%, 83.6074%]
8696	82.83118675%	[82.0241%, 83.6093%]
8697	82.82166264%	[82.0145%, 83.5999%]
8698	82.82363762%	[82.0165%, 83.6018%]
8699	82.82561214%	[82.0186%, 83.6036%]
8700	82.82758621%	[82.0207%, 83.6055%]
8701	82.82955982%	[82.0227%, 83.6074%]
8702	82.83153298%	[82.0248%, 83.6093%]
8703	82.83350569%	[82.0268%, 83.6112%]
8704	82.83547794%	[82.0289%, 83.6131%]
8705	82.83744974%	[82.0309%, 83.6150%]
8706	82.83942109%	[82.0330%, 83.6169%]
8707	82.84139198%	[82.0350%, 83.6188%]
8708	82.84336243%	[82.0371%, 83.6207%]
8709	82.84533241%	[82.0391%, 83.6226%]
8710	82.83582090%	[82.0295%, 83.6132%]
8711	82.82631156%	[82.0199%, 83.6038%]
8712	82.81680441%	[82.0102%, 83.5944%]
8713	82.81877654%	[82.0123%, 83.5963%]
8714	82.82074822%	[82.0144%, 83.5982%]
8715	82.82271945%	[82.0164%, 83.6001%]
8716	82.82469022%	[82.0185%, 83.6020%]
8717	82.82666055%	[82.0205%, 83.6039%]
8718	82.82863042%	[82.0226%, 83.6058%]
8719	82.83059984%	[82.0246%, 83.6077%]
8720	82.83256881%	[82.0267%, 83.6096%]
8721	82.83453732%	[82.0287%, 83.6114%]
8722	82.83650539%	[82.0308%, 83.6133%]
8723	82.83847300%	[82.0328%, 83.6152%]
8724	82.84044017%	[82.0349%, 83.6171%]
8725	82.84240688%	[82.0369%, 83.6190%]
8726	82.84437314%	[82.0390%, 83.6209%]
8727	82.84633895%	[82.0410%, 83.6228%]
8728	82.84830431%	[82.0431%, 83.6246%]
8729	82.83881315%	[82.0334%, 83.6153%]
8730	82.82932417%	[82.0238%, 83.6059%]
8731	82.81983736%	[82.0142%, 83.5966%]
8732	82.82180486%	[82.0163%, 83.5985%]
8733	82.82377190%	[82.0183%, 83.6004%]
8734	82.81428899%	[82.0087%, 83.5910%]
8735	82.81625644%	[82.0108%, 83.5929%]
8736	82.80677656%	[82.0012%, 83.5835%]
8737	82.79729884%	[81.9916%, 83.5742%]
8738	82.79926757%	[81.9936%, 83.5761%]
8739	82.80123584%	[81.9957%, 83.5780%]
8740	82.80320366%	[81.9977%, 83.5799%]
8741	82.80517103%	[81.9998%, 83.5818%]
8742	82.80713795%	[82.0018%, 83.5836%]
8743	82.80910443%	[82.0039%, 83.5855%]
8744	82.81107045%	[82.0059%, 83.5874%]
8745	82.81303602%	[82.0080%, 83.5893%]
8746	82.81500114%	[82.0100%, 83.5912%]
